level	word	german	english	freq_rank
A1	gern(e)	Ich gehe gerne einkaufen.	I like to go shopping.	328
A1	das Geschäft, -e	Die Geschäfte schließen um 18.30 Uhr.	The stores close at 6:30 PM.	878
A1	das Geschenk, -e	Danke für das schöne Geschenk.	Thank you for the lovely gift.	1125
A1	die Geschwister (pl.)	Ich habe leider keine Geschwister.	Unfortunately, I have no siblings.	7036
A1	das Gespräch, -e	Das Gespräch mit Frau Kunz ist um 14 Uhr.	The conversation with Ms. Kunz is at 2 PM.	1593
A1	gestern	Gestern war ich krank.	I was sick yesterday.	475
A1	gestorben	Meine Frau ist gestern gestorben.	My wife passed away yesterday.	870
A1	das Getränk, -e	Mein Lieblingsgetränk ist Tomatensaft.	My favorite drink is tomato juice.	9355
A1	das Gewicht	Bei Gewicht schreibst du: 62 Kilo.	For weight, write: 62 kilos.	3742
A1	gewinnen	Wer gewinnt das Spiel?	Who wins the game?	949
A1	das Glas, -ä, er	Bitte noch ein Glas Wein!	Please another glass of wine!	1389
A1	das Glas, -ä, er	Wir brauchen noch drei Gläser.	We need three more glasses.	1389
A1	glauben(1)	Sie können mir glauben, es ist so.	You can believe me, it is so.	284
A1	glauben(2)	Ich glaube, er kommt gleich.	I think he is coming soon.	284
A1	gleich(1)	Das ist mir gleich.	It doesn’t matter to me.	235
A1	gleich(2)	Das ist der gleiche Preis.	That is the same price.	235
A1	gleich(3)	Ich komme gleich.	I’ll be right there.	235
A1	das Gleis, -e	Der ICE nach Berlin hält heute an Gleis 12.	The ICE to Berlin stops at platform 12 today.	12153
A1	das Glück	Viel Glück!	Good luck!	380
A1	glücklich	Meine Kinder sind glücklich verheiratet.	My children are happily married.	597
A1	der Glückwunsch	Herzlichen Glückwunsch zum Geburtstag.	Happy birthday!	1377
A1	Grad (Celsius)	Heute haben wir dreißig Grad.	Today we have thirty degrees.	1686
A1	gratulieren	Ich gratuliere dir!	I congratulate you!	6552
A1	grillen	Heute grillen wir im Garten.	Today we are grilling in the garden.	8658
A1	groß(1)	Mein Bruder und ich sind gleich groß.	My brother and I are the same height.	721
A1	groß(2)	Frankfurt ist eine große Stadt.	Frankfurt is a big city.	721
A1	die Größe	Haben Sie das auch in Größe 40?	Do you have this in size 40?	2257
A1	die Großeltern (pl.)	Meine Großeltern leben in Japan.	My grandparents live in Japan.	8973
A1	die Großmutter	Meine Großmutter heißt Eva.	My grandmother's name is Eva.	1971
A1	der Großvater	Mein Großvater ist schon 80.	My grandfather is already 80.	1780
A1	die Gruppe, -n	Die erste Gruppe beginnt um 16 Uhr.	The first group starts at 4 PM.	1471
A1	der Gruß, -ü, e(1)	Viele Grüße an Ihre Frau.	Best regards to your wife.	8851
A1	der Gruß, -ü, e(2)	Mit freundlichen Grüßen	With kind regards	8851
A1	gültig	Der Pass ist nicht mehr gültig.	The passport is no longer valid.	16717
A1	günstig	Dort gibt es günstige Angebote.	There are good deals there.	8908
A1	gut(1)	Das finde ich gut.	I think that’s good.	52
A1	gut(2)	Ich komme um 13 Uhr. – Gut!	I’ll come at 1 PM. – Good!	52
A1	gut(3)	Guten Morgen!	Good morning!	52
A1	gut(4)	Ein gutes neues Jahr!	A good new year!	52
A1	gut(5)	Guten Appetit!	Enjoy your meal!	52
A1	das Haar, -e	Sie hat lange Haare.	She has long hair.	1702
A1	haben	Ich habe ein neues Auto.	I have a new car.	30
A1	das Hähnchen, -	Ein Hähnchen mit Pommes bitte!	A chicken with fries, please!	11478
A1	die Halbpension	Möchten Sie Vollpension oder Halbpension?	Would you like full board or half board?	10000000
A1	die Halle	Wir treffen uns in Halle B.	We are meeting in Hall B.	6214
A1	hallo	Hallo Inge! Wie geht’s?	Hello Inge! How are you?	164
A1	halten	Dieser Zug hält nicht in Rüdesheim.	This train does not stop in Rüdesheim.	331
A1	die Haltestelle	An der nächsten Haltestelle müssen Sie aussteigen.	At the next stop, you need to get off.	17741
A1	die Hand, -ä, e	Er gibt mir die Hand.	He shakes my hand.	463
A1	das Handy, -s	In der Schule bitte die Handys ausmachen!	Please turn off the mobile phones at school!	899
A1	das Haus, -ä, er(1)	In welchem Haus wohnst du?	In which house do you live?	255
A1	das Haus, -ä, er(2)	Ich gehe jetzt nach Hause.	I’m going home now.	255
A1	das Haus, -ä, er(3)	Paul ist nicht zu Hause.	Paul is not at home.	255
A1	die Hausaufgabe, -n	Kannst du mir bei den Hausaufgaben helfen?	Can you help me with the homework?	30984
A1	die Hausfrau, -en/der Hausmann	Die Hausfrau/der Hausmann wäscht, kocht und kauft ein.	The housewife/househusband washes, cooks, and shops.	9913
A1	die Heimat	Ich komme aus der Schweiz. Das ist meine Heimat.	I come from Switzerland. That is my homeland.	2841
A1	heiraten	Meine Schwester heiratet einen Japaner.	My sister is marrying a Japanese person.	734
A1	heißen(1)	Ich heiße Charlotte Meier.	My name is Charlotte Meier.	810
A1	heißen(2)	Wie heißt das auf Deutsch?	What is that called in German?	810
A1	helfen	Können Sie mir helfen, bitte?	Can you help me, please?	218
A1	hell	Im Sommer ist es bis 21 Uhr hell.	It is light until 9 PM in summer.	3980
A1	der Herd	In der neuen Küche fehlt noch der Herd.	The stove is still missing in the new kitchen.	8152
A1	der Herr, -en	Guten Tag, Herr Sommer!	Good day, Mr. Sommer!	300
A1	herzlich	Herzlichen Glückwunsch!	Best wishes!	3769
A1	heute	Heute ist ein schöner Tag.	Today is a beautiful day.	142
A1	hier(1)	Hier ist 06131-553221, Pamela Linke.	Here is 06131-553221, Pamela Linke.	29
A1	hier(2)	Hier wohne ich.	This is where I live.	29
A1	die Hilfe(1)	Hilfe! Bitte helfen Sie mir!	Help! Please help me!	323
A1	die Hilfe(2)	Brauchen Sie meine Hilfe?	Do you need my help?	323
A1	hinten	Die Tür zum Aussteigen ist hinten.	The door to get out is at the back.	900
A1	das Hobby, -s	Meine Hobbys sind Wandern und Schwimmen.	My hobbies are hiking and swimming.	6515
A1	hoch	Der Mount Everest ist 8.880 Meter hoch.	Mount Everest is 8,880 meters high.	507
A1	die Hochzeit	Zur dieser Hochzeit kommen mehr als fünfzig Gäste.	More than fifty guests are coming to this wedding.	1028
A1	holen	Ich hole zwei Flaschen Wasser aus der Küche.	I will get two bottles of water from the kitchen.	498
A1	hören(1)	Hör mal! Was ist das?	Listen! What is that?	242
A1	hören(2)	Ich habe das Lied schon mal gehört.	I have heard that song before.	242
A1	das Hotel, -s	Im Urlaub sind wir in einem Hotel am Meer.	On vacation, we are staying in a hotel by the sea.	937
A1	der Hund, -e	Der Hund ist noch jung.	The dog is still young.	676
A1	der Hunger	Ich habe Hunger! Wann ist das Essen fertig?	I’m hungry! When is the food ready?	1132
A1	ich	Ich heiße Veronika.	My name is Veronika.	1
A1	ihr/ihm/ihn(1)	Gib ihr/ihm bitte das Buch.	Please give her/him the book.	10000000
A1	ihr/ihm/ihn(2)	Ruf ihn bitte an.	Please call him.	10000000
A1	immer	Frau Bast kommt immer zu spät.	Ms. Bast always arrives late.	89
A1	in(1)	Ich wohne in Wiesbaden.	I live in Wiesbaden.	16
A1	in(2)	Der Zug kommt in fünf Minuten.	The train arrives in five minutes.	16
A1	in(3)	Frau Rausch arbeitet in einem Geschäft.	Ms. Rausch works in a store.	16
A1	in(4)	Komm, wir gehen ins Kino.	Come, we are going to the cinema.	16
A1	die Information, -en(1)	Wenn Sie Fragen haben, gehen Sie zur Information.	If you have questions, go to the information desk.	2770
A1	die Information, -en(2)	Wir haben hier wichtige Informationen für Sie.	We have important information for you here.	2770
A1	international	Unser Deutschkurs ist international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China …	Our German course is international: Silvana comes from Italy, Conchi from Spain, Yin from China …	9141
A1	das Internet	Das findest du im Internet.	You can find that on the internet.	2803
A1	ja	Sind Sie Herr Watanabe? – Ja.	Are you Mr. Watanabe? – Yes.	17
A1	die Jacke, -n	Zieh dir eine Jacke an. Es ist kalt.	Put on a jacket. It’s cold.	2450
A1	jed-	Blumen kannst du in jedem Bahnhof kaufen.	You can buy flowers at any train station.	10000000
A1	jetzt	Jetzt machen wir eine Pause.	Now we are taking a break.	58
A1	der Job, -s	Jenny hat einen neuen Job bei der Post.	Jenny has a new job at the post office.	451
A1	der Jugendliche, -n	Viele Jugendliche kaufen gern ein.	Many teenagers like to shop.	9015
A1	jung	Claudia ist 21. – Was? Noch so jung?	Claudia is 21. – What? Still so young?	1171
A1	der Junge, -n	Ich habe zwei Kinder. Einen Jungen und ein Mädchen.	I have two children. A boy and a girl.	292
A1	der Kaffee	Zum Frühstück trinke ich immer Kaffee.	I always drink coffee for breakfast.	706
A1	kaputt	Das Glas war teuer. Es geht sehr leicht kaputt.	The glass was expensive. It breaks very easily.	1298
A1	die Karte, -n(1)	Ich schreibe meinen Bekannten eine Karte aus dem Urlaub.	I write my acquaintances a card from the vacation.	1208
A1	die Karte, -n(2)	Wollen wir Karten spielen?	Shall we play cards?	1208
A1	die Karte, -n(3)	Ich möchte auch etwas essen. Bringen Sie mir die Karte, bitte.	I’d also like something to eat. Please bring me the menu.	1208
A1	(Kredit)-Karte, -n	Kann ich auch mit Karte (be-) zahlen?	Can I also pay by card?	10000000
A1	die Kartoffel, -n	Für Pommes frites braucht man Kartoffeln.	You need potatoes for french fries.	14091
A1	die Kasse	Zahlen Sie bitte an der Kasse.	Please pay at the checkout.	5006
A1	kaufen	Tim kauft sich ein neues Auto.	Tim is buying a new car.	754
A1	kein	Es gibt keine Eintrittskarten mehr.	There are no more tickets.	127
A1	kennen	Kennen Sie diese Frau? – Nein, leider nicht.	Do you know this woman? – No, unfortunately not.	353
A1	kennenlernen	Wir sind neu hier. Wir möchten Sie kennenlernen.	We are new here. We’d like to get to know you.	2724
A1	das Kind, -er	Wie viele Kinder haben Sie?	How many children do you have?	336
A1	der Kindergarten	Die kleine Laura geht schon in den Kindergarten.	Little Laura is already going to kindergarten.	8629
A1	das Kino, -s	Wir sehen heute Abend im Kino einen schönen Film.	We’re going to see a nice movie at the cinema tonight.	2305
A1	der Kiosk	Am Kiosk bekommen Sie Getränke, Zigaretten und Zeitungen.	At the kiosk, you can get drinks, cigarettes, and newspapers.	22231
A1	klar	Kommst du mit? – Klar!	Are you coming along? – Sure!	175
A1	die Klasse(1)	In unserer Klasse sind fünfundzwanzig Schüler.	There are twenty-five students in our class.	815
A1	die Klasse(2)	Im Zug fahre ich immer 2. Klasse.	I always travel in second class on the train.	815
A1	die Kleidung	Wo finde ich Kleidung? – Jacken im ersten, Jeans im zweiten Stock.	Where can I find clothing? – Jackets on the first floor, jeans on the second floor.	2528
A1	klein	Eltville ist eine kleine Stadt am Rhein.	Eltville is a small town on the Rhine.	1017
A1	kochen	Herr Georgi kann gut kochen.	Mr. Georgi can cook well.	2035
A1	der Koffer	Ist das Ihr Koffer?	Is that your suitcase?	1884
A1	der Kollege, -n	Wie heißt die neue Kollegin?	What’s the name of the new female colleague?	3654
A1	kommen(1)	Woher kommen Sie? – Aus Frankreich.	Where are you from? – From France.	140
A1	kommen(2)	Kommst du mit ins Schwimmbad?	Are you coming to the swimming pool?	140
A1	können(1)	Ich kann Deutsch und Russisch.	I can speak German and Russian.	94
A1	können(2)	Können Sie mir helfen?	Can you help me?	94
A1	das Konto	Das Geld überweisen wir am ersten März auf Ihr Konto.	We will transfer the money to your account on March 1st.	3659
A1	der Kopf	Mein Kopf tut weh!	My head hurts!	375
A1	kosten	Wie viel kostet das? – 10 Euro.	How much does it cost? – 10 euros.	1698
A1	krank	Ich kann heute nicht zur Arbeit kommen, ich bin krank und liege im Bett.	I can’t come to work today, I’m sick and lying in bed.	724
A1	kriegen	Ich kriege 15 Euro in der Stunde für meine Arbeit.	I get 15 euros an hour for my work.	590
A1	die Küche	Der neue Herd kommt in die Küche.	The new stove is going into the kitchen.	1341
A1	der Kuchen	Ich nehme ein Stück Kuchen.	I’ll have a piece of cake.	1868
A1	der Kugelschreiber	Hast du einen Kugelschreiber für mich?	Do you have a pen for me?	19888
A1	der Kühlschrank	Haben wir noch Milch? – Ja, im Kühlschrank.	Do we still have milk? – Yes, in the fridge.	3320
A1	kulturell	Ich bin kulturell interessiert. Ich gehe oft ins Museum.	I’m culturally interested. I often go to the museum.	40047
A1	sich kümmern	Jede Mutter kümmert sich um ihre kleinen Kinder.	Every mother takes care of her small children.	10000000
A1	der Kunde, -n	Einen Moment, bitte. Ich habe eine Kundin.	One moment, please. I have a customer.	3959
A1	der Kurs, -e	Der Deutschkurs geht bis zum Sommer.	The German course goes until summer.	1886
A1	kurz	Ricardo hat kurzes Haar.	Ricardo has short hair.	442
A1	lachen	Die Kinder lachen viel.	The children laugh a lot.	857
A1	der Laden, -ä	Im Buchladen können Sie Bücher kaufen.	You can buy books in the bookstore.	868
A1	das Land, -ä, er	Italien ist ein schönes Land.	Italy is a beautiful country.	512
A1	lang	Die Jeans ist zu lang.	The jeans are too long.	450
A1	lange	Wie lange fährt der Zug von Hamburg nach Berlin?	How long does the train from Hamburg to Berlin take?	224
A1	langsam	Könnten Sie bitte etwas langsamer sprechen?	Could you please speak a little slower?	654
A1	laufen	Ich möchte nicht Auto fahren, ich möchte laufen.	I don’t want to drive; I want to walk.	695
A1	laut	Nicht so laut! Das Baby schläft.	Not so loud! The baby is sleeping.	778
A1	leben	Sie lebt bei ihrer Schwester.	She lives with her sister.	135
A1	leben	Ihre Eltern leben nicht mehr.	Her parents are no longer alive.	135
A1	das Leben	Das Leben in diesem Land ist teuer.	Life in this country is expensive.	135
A1	die Lebensmittel (pl.)	Lebensmittel bekommen Sie im Supermarkt.	You can get groceries at the supermarket.	6942
A1	ledig	Sind Sie verheiratet? – Nein. Ledig.	Are you married? – No. Single.	16281
A1	legen	Legen Sie das Buch auf den Tisch.	Put the book on the table.	1003
A1	der Lehrer, –	Unsere Deutschlehrerin heißt Frau Müller.	Our German teacher is called Mrs. Müller.	1745
A1	leicht(1)	Der Koffer ist leicht.	The suitcase is light.	750
A1	leicht(2)	Deutsch ist nicht leicht.	German is not easy.	750
A1	leider	Leider kann ich nicht kommen. Ich muss zum Arzt.	Unfortunately, I can’t come. I have to go to the doctor.	666
A1	leise	Seid leise. Die anderen schlafen schon.	Be quiet. The others are already sleeping.	1547
A1	lernen	Wie lange lernen Sie schon Deutsch?	How long have you been learning German?	689
A1	lesen	Ich lese ein Buch von García Márquez.	I’m reading a book by García Márquez.	873
A1	letzt-	Morgen ist der letzte Kurstag.	Tomorrow is the last day of the course.	10000000
A1	die Leute (pl.)	In der Disko sind viele Leute.	There are many people at the disco.	177
A1	das Licht	Wo macht man hier das Licht an?	Where do you turn on the light here?	770
A1	lieb-	Liebe Susanne, lieber Hans,	Dear Susanne, dear Hans,	10000000
A1	lieben	Ich liebe dich!	I love you!	658
A1	lieber	Sie fährt lieber mit der Bahn.	She prefers to travel by train.	348
A1	Lieblings-	Mein Lieblingsfilm ist Schwarze Augen.	My favorite movie is Black Eyes.	10000000
A1	das Lied, -er	Welches ist dein Lieblingslied?	What is your favorite song?	1518
A1	liegen(1)	Um neun Uhr liegt Judith noch im Bett.	At nine o’clock, Judith is still in bed.	930
A1	liegen(2)	Frankfurt liegt am Main.	Frankfurt is situated on the River Main.	930
A1	links	Gehen Sie die nächste Straße links.	Go down the next street on the left.	1177
A1	der Lkw, -s	Dieser Lastkraftwagen ist sehr groß.	This truck is very large.	5366
A1	das Lokal	In unserer Straße gibt es ein neues Lokal.	There’s a new pub in our street.	6430
A1	die Lösung, -en	Die Lösung ist ganz einfach.	The solution is quite simple.	1668
A1	lustig	Frau Mertens ist lustig. Sie lacht immer.	Mrs. Mertens is funny. She always laughs.	860
A1	machen(1)	Was machst du heute Abend?	What are you doing this evening?	97
A1	machen(2)	Ich muss jetzt das Essen machen.	I have to prepare the food now.	97
A1	machen(3)	Das macht 5 Euro 95.	That’s 5 euros and 95 cents.	97
A1	machen(4)	Das macht nichts.	It doesn’t matter.	97
A1	das Mädchen, –	Familie Kurz bekommt ein Baby. – Junge oder Mädchen?	The Kurz family is having a baby. – Boy or girl?	251
A1	man	Hier darf man nicht rauchen.	Smoking is not allowed here.	76
A1	der Mann, -ä, er	Mein Mann arbeitet bei der Polizei.	My husband works at the police.	102
A1	männlich	Kreuzen Sie bitte an: weiblich oder „männlich“.	Please check: “female” or “male.”	7729
A1	die Maschine, -n	Die Waschmaschine ist günstig.	The washing machine is inexpensive.	1625
A1	das Meer	Wir machen Urlaub am Meer.	We are vacationing by the sea.	1622
A1	mehr	Dieses Auto kostet 1.000 Euro mehr als das andere.	This car costs 1,000 euros more than the other one.	85
A1	mein	Mein Vater ist Arzt.	My father is a doctor.	66
A1	meist-	Die meisten Norddeutschen sind sehr groß.	Most North Germans are very tall.	10000000
A1	der Mensch, -en	Die Menschen sind hier anders als bei uns.	People here are different from us.	578
A1	mieten	Ich möchte ein Auto mieten.	I would like to rent a car.	6818
A1	die Miete	Die Miete für diese Wohnung ist 600 Euro.	The rent for this apartment is 600 euros.	3143
